area,reservoir_pct,pct_vs_normal,HPI_z,HPI_z_roll
NO2,65.90769,85.45017176439495,-0.8462947664255378,-1.0367904830672139
NO1,73.50088,95.35436856264312,-0.2553967066506708,-0.7113997833667636
NO5,76.868933,100.5575155822858,0.032448397094334135,-0.19120704927093043
NO3,87.2038,114.8578493130887,0.920648898688972,0.3163216413171854
NO4,88.59176,115.52002828140826,0.9276828235701596,0.4495738195364846
