feature,importance
spread_lag_2h,0.2562817135833399
spread_lag_3h,0.12141744515074127
spread_lag_4h,0.1480876320702327
hour_sin,0.08126810117507981
hour_cos,0.06561679673581497
dow_sin,0.04932396256839842
dow_cos,0.028707918404330922
month_sin,0.03217648466158142
month_cos,0.042797902019939084
reservoir_pct,0.07186407582508376
HPI,0.10245796780545792
