feature,importance
spread_lag_1h,0.7925552616750112
spread_lag_2h,0.04910652127242027
spread_lag_3h,0.032445627185090344
spread_lag_4h,0.038333311046457735
hour_sin,0.020765678777970257
hour_cos,0.01367508105680996
dow_sin,0.007481408431198787
dow_cos,0.005042843515535355
month_sin,0.005042989976241821
month_cos,0.010181091999106542
reservoir_pct,0.011497548892590782
HPI,0.013872636171566836
