feature,importance
spread_lag_2h,0.22375925012416156
spread_lag_3h,0.12603180093941357
spread_lag_4h,0.1615567042945739
hour_sin,0.07686255254101504
hour_cos,0.07802953586540412
dow_sin,0.049462912783413665
dow_cos,0.03283181701286225
month_sin,0.03872141642980236
month_cos,0.03608864909569376
reservoir_pct,0.07125164230509289
HPI,0.10540371860856701
