feature,importance
spread_lag_2h,0.517317146589254
spread_lag_3h,0.0847864282052695
spread_lag_4h,0.11086065484522888
hour_sin,0.05838713921608229
hour_cos,0.04784791975800333
dow_sin,0.029298997489921475
dow_cos,0.014511377376410763
month_sin,0.017637210503677093
month_cos,0.03008505010511058
reservoir_pct,0.03972480598787596
HPI,0.049543269923166364
