feature,coef
spread_lag_2h,7.733764376977198
spread_lag_3h,-3.38794096762075
spread_lag_4h,3.9106702005642404
hour_sin,1.6614461673532084
hour_cos,-0.5507462048177789
dow_sin,0.5480022630945651
dow_cos,-0.14941409489384316
month_sin,7.0214206916711
month_cos,1.2054631579648103
reservoir_pct,6.680080937224546
HPI,-0.752361351080585
