feature,coef
spread_lag_1h,36.133320772449565
spread_lag_2h,-7.709683968070124
spread_lag_3h,0.404991618020631
spread_lag_4h,-0.03845982703194295
hour_sin,0.5129110464051791
hour_cos,-0.3515476045318451
dow_sin,0.18967327275243662
dow_cos,-0.07785762517065109
month_sin,2.696780726147608
month_cos,0.4629930307237373
reservoir_pct,2.584200466218846
HPI,-0.34039250901645346
