feature,coef
spread_lag_2h,4.256764519607771
spread_lag_3h,-1.8630167291239275
spread_lag_4h,5.0611183697333475
hour_sin,1.8856821102054937
hour_cos,-0.1463447163802073
dow_sin,0.5749281358428231
dow_cos,-0.14603575537089597
month_sin,7.211229094890115
month_cos,1.2397462217823987
reservoir_pct,6.8634918575727335
HPI,-0.782616167506687
