feature,coef
spread_lag_2h,23.98897605794255
spread_lag_3h,-6.1548208741932555
spread_lag_4h,0.21879874329373816
hour_sin,0.8692506336755681
hour_cos,-0.768592371511768
dow_sin,0.36473477089243755
dow_cos,-0.12003723793782317
month_sin,4.887710482359092
month_cos,0.8383018034582699
reservoir_pct,4.646147106734499
HPI,-0.5114723042988006
