model,value
ridge_mae,7.677791800572172
ridge_rmse,16.514582183086194
ridge_r2,0.5200737047457786
rf_mae,7.603949842746046
rf_rmse,16.673664200928975
rf_r2,0.5107830833767681
xgb_mae,7.6330570155067745
xgb_rmse,17.12968696537658
xgb_r2,0.48365709042207894
naive_mae,7.925703080433542
naive_rmse,18.39510245987808
