model,value
ridge_mae,12.901827469272629
ridge_rmse,24.023833610070387
ridge_r2,-0.01560302801225788
rf_mae,12.127022395899532
rf_rmse,23.195471425713873
rf_r2,0.05322720188227026
xgb_mae,12.039046209506974
xgb_rmse,23.00231762297644
xgb_r2,0.06892952170391664
naive_mae,16.41347404449515
naive_rmse,31.63868658222133
