model,value
ridge_mae,13.05848286218393
ridge_rmse,23.95624123294413
ridge_r2,-0.009896157667961702
rf_mae,12.080470606969277
rf_rmse,22.982932987315753
rf_r2,0.07049813381891024
xgb_mae,12.12603330573276
xgb_rmse,22.801972045010906
xgb_r2,0.0850777647802059
naive_mae,16.98868653736452
naive_rmse,31.32153156177642
